ch1_wl,ch1_mav,ch1_ssc,ch1_zc,ch1_var,ch1_sampen,ch2_wl,ch2_mav,ch2_ssc,ch2_zc,ch2_var,ch2_sampen,ch3_wl,ch3_mav,ch3_ssc,ch3_zc,ch3_var,ch3_sampen,ch4_wl,ch4_mav,ch4_ssc,ch4_zc,ch4_var,ch4_sampen,Label
135.78427560426996,2199.3706121780288,1341,22,9446967.570739403,0.12189588358066168,90.64764238330035,1749.375468562143,1335,18,4254884.0050973715,0.1062003199422473,69.40338664310622,1477.3968774970808,1345,18,1525184.3020051701,0.194637779637923,91.26976147567353,1611.90370242229,1329,14,3327851.504815652,0.13724565294756294,1
133.57961261688632,1901.6937223575724,1334,19,6621200.9527393645,0.14364642139463438,62.49240819761541,1425.85890366962,1344,10,1406755.728780791,0.17221270056467342,76.58538556035178,1530.8879044276482,1334,13,2325454.153042229,0.1380087872960888,46.130782004206175,1480.0463121647583,1346,8,1535982.60577032,0.12497278556200464,3
176.6017638957242,2746.269213730635,1340,25,22215214.269270275,0.0782544468842796,112.07996190815993,2104.9403431024575,1350,15,10152897.838976676,0.06964703051381256,78.08559591806294,1559.6153711639702,1338,10,2747568.4760721833,0.1270763216908932,114.93496711726188,1882.1519790969483,1342,19,6242889.95301221,0.11786273099254066,1
151.61181439834536,2281.3870482465945,1342,21,14514108.449163524,0.07393652444888583,107.89935398846825,1894.0544808095574,1342,15,6504056.647641497,0.08814694821439756,69.13758300275303,1576.066571303019,1336,11,2633262.0162644885,0.0781760698326133,102.85262848381517,1707.705203798561,1336,17,3766955.8252140875,0.11338684619814282,1
96.18838087726678,1580.724412770444,1335,20,2354284.9651772096,0.22454801979126038,46.914652878335474,1305.3473653365857,1345,10,593690.8108770903,0.24728580521749838,56.09088877250334,1447.8380595991034,1334,10,1128439.4552194837,0.1631078120934481,41.935357651463676,1366.2611058946204,1347,4,1049918.3002301676,0.12840916384682968,3
192.59229644641454,2488.2366693966155,1341,29,13536491.396187594,0.14525832218171458,167.21533378412343,2146.947297381701,1345,25,10569952.808572656,0.14368487995126258,139.37178480259126,1947.646712459906,1338,26,4542002.228141342,0.15331072397749,199.30294286832728,2670.843902941104,1348,26,14630579.25246267,0.1635967891115829,2
170.81171700150003,2273.796301081232,1336,22,9960021.040121298,0.12954669981403696,131.0740222472287,1865.2385035814102,1329,24,5467178.038883965,0.12347031117983019,116.27774769531814,1727.1480015840834,1331,21,2865891.8774728877,0.1498912804779965,167.0338853663547,2053.583834014983,1334,28,7817316.570699411,0.14262114634570933,2
174.41379637996343,2077.567479989267,1333,32,5879588.908237731,0.27967570493786,139.069376217168,1817.905843840886,1337,32,3921071.3425386953,0.26384817797079296,118.14106862565353,1575.2074176165163,1322,30,1933682.8412469495,0.29418491746395997,158.49041750586983,2021.0768607687442,1335,30,7428464.390555165,0.21715098343661066,2
210.7263290412972,2426.434002059655,1339,32,14296202.050567392,0.17106462412220663,182.86097968414597,2136.614137726152,1331,28,23117890.764021106,0.0975518668860623,152.13266537963875,1858.9380144804677,1325,33,6357308.017390869,0.19741669482221275,208.02586440481628,2417.6712819195914,1338,38,14732745.956409283,0.19354840707760054,2
89.03069575182036,1501.6112787174047,1341,20,1381268.557841832,0.2430333498646837,42.83315312795682,1308.6686568610155,1331,8,388952.91521938186,0.23952099633460472,51.33729805284401,1335.1093699204368,1339,10,459065.8844525814,0.26432146978286375,39.90814030300565,1341.3214124853343,1345,4,634129.6558998706,0.16412696707992935,3
112.2110167800838,1593.883753349447,1342,25,2423071.16692219,0.1754515915325907,54.91966240994564,1353.170423751656,1342,9,784487.8123284626,0.1903370720959955,64.53006385251946,1332.4366890653296,1344,9,686869.0381593071,0.22944400311259783,42.22959723620162,1386.2799639083391,1354,7,1067647.7134490798,0.12086822174552352,3
83.65127162614178,1601.378830778141,1338,17,2523742.249955974,0.11717284011186674,43.98876696989879,1319.892169155333,1342,8,788025.1858305044,0.1624662373690886,45.154291117472354,1355.2795456490014,1336,8,633595.7864031994,0.12315495344693553,46.88152745449638,1331.575891130398,1346,8,1007490.5134288572,0.16502960948703385,3
126.27019393949993,1944.7571534279582,1334,20,5578341.686737346,0.16275559151938918,88.47758079557606,1695.1971051411724,1338,16,3160109.2256448343,0.1510520594727867,54.53576242642141,1347.9837049939247,1333,8,594451.1539121543,0.2902486651798995,97.15680076294191,1606.4947727108897,1344,18,2162846.5925330375,0.25440330574219655,1
173.7453345815809,2325.938376981831,1344,31,12773892.317422666,0.13730428609082734,141.44872952151098,2024.1992638702804,1348,25,8272135.064786832,0.14111042933951456,93.37923667906841,1565.6795306195027,1334,20,2096049.7912006679,0.1318416732662745,198.99302387094767,2761.873501347368,1351,21,20746817.345206417,0.1047302193617227,2
